word,pos
ទទួលរាក់ទាក់,
ទទួលរ៉ាប់រង,
ទទួលលទ្ធផល,
ទទួលលិខិត,
ទទួលវិបាក,
ទទួលសដោយភាជន,
ទទួលសធាទាន,
ទទួលសន្យា,
ទទួលសំណូក,
ទទួលសំណើសុំ,
ទទួលសំបុត្រ,
ទទួលស្គាល់ថា,
ទទួលស្លាប់,
ទទួលស្វាគមន៍,
ទទួលអនិច្ចធម្ម,
ទទួលអនុញ្ញាត,
ទទួលអន្ដរាយ,
ទទួលអសញ្ញកម្ម,
ទទួលអសញ្ញភាព,
ទទួលអាណត្ដិ,
ទទួលឯករាជ្យ,
ទទ្រាក់ទទ្រើត,
ទទ្រោម,
ទធាក់ជើង,
ទនិកជន,
ទន់ករងៀក,
ទន់ចិត្ដ,
ទន់ជង្គង់,
ទន់ដៃទន់ជើង,
ទន់ប៉ផ្អូក,
ទន់រងៀក,
ទន់រវ៉ក់,
ទន់រវ៉ិករវ៉ក់,
ទន់រំភើក,
ទន់ល្មឿយ,
ទន់ល្មៃ,
ទន់ល្វត,
ទន់ល្វតល្វៃ,
ទន់ល្វន់,
ទន់ល្វែត,
ទន់ល្វៃ,
ទន្ដ,
ទន្ដកម្ម,
ទន្ដការ,
ទន្ដការី,
ទន្ដជ,
ទន្ដធាតុ,
ទន្ដប្បាទ,
ទន្ដពេទ្យ,
ទន្ដម័យ,
ទន្ដរោគ,
ទន្ដវិក័តិ,
ទន្ដវេជ្ជសាស្ដ្រ,
ទន្ដសត្វ,
ទន្ដសាស្ដ្រ,
ទន្ដសោធនី,
ទន្ដិក,
ទន្ដុប្បាទ,
ទន្ដ្រំ,
ទន្ដ្រំជើង,
ទន្ទន់,
ទន្ទិញទន្ទូរ,
ទន្ទឹងផ្លូវ,
ទន្ទឹងរង់ចាំ,
ទន្ទឹមគ្នា,
ទន្ទឹមគ្នានេះ,
ទន្ទឹមនឹង,
ទន្ទឹមនឹងនេះ,
ទន្ទឹមនឹងនោះ,
ទន្ទឹមនេះដែរ,
ទន្ទឹមពេល,
ទន្ទឹមស្មា,
ទន្ទូរទន្ទេញ,
ទន្ទេ,
ទន្ទេញចាំមាត់,
ទន្ទេញច្បាប់,
ទន្ទេញទន្ទូរ,
ទន្ទេញធម៌,
ទន្ទេញមេរៀន,
ទន្ទេប,
ទន្ទែង,
ទន្ទ្រានខេត្ដ,
ទន្ទ្រានខែត្រ,
ទន្ទ្រានទី,
ទន្ទ្រានព្រៃ,
ទន្ទ្រានស្មៅ,
ទន្លាក់ទឹក,
ទន្លេចតុម្មុខ,
ទន្លេជ្រៃ,
ទន្លេប្រសព្វ,
ទន្លេប្រសព្វមុខ,
ទន្លេប្រៃ,
ទន្លេព្រៃនគរ,
ទន្លេមេកុង,
ទន្លេសេកុង,
ទន្លេសេសាន,
ទន្លេស្រែពក,
ទន្សាកាំបិត,
ទន្សាយបោប,
ទន្សាយស្លឹក,
ទន្សោងគោព្រៃ,
ទន្សោងព្រៃគោ,
ទប់គំនិត,
ទប់ចិត្ដ,
ទប់ចែវ,
ទប់ឈាម,
ទប់ទាន់,
ទប់មាត់ទប់ក,
ទប់មាត់មិនជាប់,
ទប់មិនឈ្នះ,
ទប់ស្កាត់បាន,
ទប់ហ្វ្រាំង,
ទមិឡមិត្ដ,
ទមិឡអន្ដិរ្ថិយ,
ទម្ងន់ដៃ,
ទម្ងន់ទោស,
ទម្ងន់ផាត់សំបក,
ទម្ងន់សរុប,
ទម្ងន់សុទ្ធ,
ទម្ងន់សំបក,
ទម្រង់ខុស,
ទម្រង់គទាវុធ,
ទម្រង់ដី,
ទម្រង់និយម,
ទម្រង់មណីរត្ន,
ទម្រង់រដ្ឋបាល,
ទម្រង់អគ្គី,
ទម្រង់អសិ,
ទម្រត្រៃ,
ទម្រផើង,
ទម្រាំគេមកដល់,
ទម្រាំដល់,
ទម្រាំដល់ម៉ោង,
ទម្រាំបាយឆ្អិន,
ទម្រាំបើ,
ទម្រើសកូន,
ទម្រោមដំរី,
ទម្លាក់ខ្លួន,
ទម្លាក់ចង្ក្រាន,
ទម្លាក់ចិត្ដ,
ទម្លាក់ទឹកមុខ,
ទម្លាក់ទោស,
ទម្លាក់ទោសលើគេ,
ទម្លាក់បាន,
ទម្លាក់ផ្លែឈើ,
ទម្លាក់យោង,
ទម្លាក់ស័ក្ដិ,
ទម្លាក់អាវុធ,
ទម្លាប់ខ្ជះខ្ជាយ,
ទម្លាប់ខ្លួន,
ទម្លាប់ចិត្ដ,
ទម្លាប់ដៃ,
ទម្លាប់មាត់,
ទម្លាយកិច្ចសន្យា,
ទម្លាយទំនប់,
ទម្លាយរតឈ្មោល,
ទម្លាយរតញី,
ទម្លុះភ្លឺស្រែ,
ទយគូទ,
ទរក្បាល,
ទរបាយ,
ទលសេនា,
ទលិទ្ធ,
ទលិទ្ធភាព,
ទល់ខ្នងគ្នា,
ទល់ខ្យល់,
ទល់ខ្សល់,
ទល់គ្នា,
ទល់គ្រប,
ទល់ដៃនឹងដៃ,
ទល់តង្ករ,
ទល់ទប់,
ទល់នោម,
ទល់បង្អួច,
ទល់បន,
ទល់ប្រាជ្ញ,
ទល់ផោម,
ទល់ផ្ទះ,
ទល់ពោះ,
ទល់ភ្នែក,
ទល់មាត់នឹងមាត់,
ទល់មុខនឹងមុខ,
ទល់មូត្រ,
ទល់អាចម៍,
ទសធម៌,
ទសបញ្ញត្ដិ,
ទសប្បវេណី,
ទសវត្ស,
ទសសហស្ស,
ទសាមន្ដ,
ទស់ទឹក,
ទស់ទឹកឲ្យ,
ទស់ធ្នប់,
ទស់ធ្នស់,
ទស់បន្លង់,
ទស្ដិ,
ទស្សទាយ,
ទស្សនកថា,
ទស្សនបណ្ឌិត,
ទស្សនផ្ដាច់ការ,
ទស្សនភណ្ឌ,
ទស្សនភ្លើតភ្លើន,
ទស្សនវាចា,
ទស្សនសម្ងំសុខ,
ទស្សនសម្ពន្ធ,
ទស្សនសំងំសុខ,
ទស្សនាកំប្លែង,
ទស្សនាព័ត៌មាន,
ទស្សនារិយៈ,
ទស្សនាវដ្ដីវិចិត្រ,
ទស្សនី,
ទស្សនីភាវ,
ទស្សនីយម័ត្ដ,
ទស្សនូ,
ទស្សនៈគតិយុត្ដិ,
ទស្សនៈគោលការណ៍,
ទស្សន៍ទ្រនិច,
ទស្សវត្ស,
ទស្សី,
ទឡ្នាគម,
ទឡ្នី,
ទឡ្នីកម្ម,
ទឡ្នីករណៈ,
ទឡ្នៈ,
ទឡ្នៈការី,
ទឡ្នៈប្រហារ,
ទឡ្នៈភាព,
ទឡ្នៈមិត្ដ,
ទឡ្ហការីនី,
ទឡ្ហគម,
ទឡ្ហភាព,
ទឡ្ហមិត្ដ,
ទឡ្ហាគម,
ទឡ្ហី,
ទឡ្ហីករ,
ទាកប៉ា,
ទាកាប,
ទាក់ចិត្ដ,
ទាក់ឆ្កែ,
ទាក់ជាប់,
ទាក់ជើង,
ទាក់ជើងខោ,
ទាក់ដំរី,
ទាក់ទងនឹងរឿងនេះ,
ទាក់ទទា,
ទាក់ទាញចិត្ដ,
ទាក់ភ្នែក,
ទាក់មាន់,
ទាក់លលក,
ទាក់អារម្មណ៍,
ទាខ្វៃ,
ទាជីវ,
ទាញក្រាក,
ទាញខ្សែ,
ទាញគំនិត,
ទាញចិត្ដ,
ទាញព្រាត់,
ទាញភ្នែក,
ទាញយក,
ទាញយុថ្កា,
ទាញហេតុផល,
ទាញឧទាហរណ៍,
ទាត់ខ្យល់,
ទាត់ត្រូវមួយជើង,
ទាត់បញ្ចេញ,
ទាត់ពាក្យ,
ទាត់មួយជើង,
ទាត់សម្រាម,
ទាត់សី,
ទាត់សេចក្ដី,
ទាត់សំរាម,
ទាទឹម,
ទានកថា,
ទានព,
ទានា,
ទានិ,
ទានិស្សរ,
ទានូបនិស្ស័យ,
ទាន់ចិត្ដ,
ទាន់នេត្រា,
ទាន់ពេលវេលា,
ទាន់ភ្នែក,
ទាន់សភាពការណ៍,
ទាន់សម័យនិយម,
ទាបកន្ដិល,
ទាបទ្រនាប់,
ទាបរមៀលក្រូច,
ទាមក,
ទាមក្បាលដំរី,
ទាមចំណែក,
ទាមទារយកសិទ្ធិ,
ទាមទាសមាជិក,
ទាមទាសិទ្ធិ,
ទាមឡា,
ទាមឡាសុទ្ធ,
ទាមឡាស្វាយ,
ទាយឆុត,
ទាយត្រូវម៉ក,
ទាយទុកជាមុន,
ទាយពន្ធ,
ទាយពិន្ធុ,
ទាយម៉ក,
ទាយលេខ,
ទាយាទភាព,
ទាយាទអាប,
ទាយិកសមាជិក,
ទាយិកសមាជិកា,
ទាយិការ,
ទារកឃាតកម្ម,
ទារកភាព,
ទារកលែងដោះ,
ទារគុណទារស្រ័យ,
ទារជំងឺចិត្ដ,
ទារតាក់,
ទារថ្លៃផ្ទះ,
ទារបំណុល,
ទារប្រាក់,
ទារប្រាក់ពន្ធ,
ទារលុយ,
ទារសង,
ទារសង្ខុញ,
ទារសំណង,
ទារស៊ី,
ទាល់ក្រ,
ទាល់ក្រវិន,
ទាល់ចំណេះ,
ទាល់តែដល់,
ទាល់តែបាន,
ទាល់តែផុតចុងផុតដើម,
ទាល់ប៉ុច,
ទាល់ប្រមុញ,
ទាល់ប្រាក់,
ទាល់ប្រាក់ចាយ,
ទាល់ប្រាជ្ញ,
ទាល់ផ្លូវ,
ទាល់ភ្លឺ,
ទាល់សោហ៊ុយ,
ទាល់អាយុ,
ទាវ,
ទាសករនិយម,
ទាសគត,
ទាសគំនិត,
ទាសចិត្ដ,
ទាសជន,
ទាសនិយម,
ទាសបតិ,
ទាសផ្លូវ,
ទាសាវ,
ទាសូបនីយការ,
ទាសំពៅ,
ទាស៊ាម,
ទាស់ខុស,
ទាស់ចំណី,
ទាស់ឆ្គង,
ទាស់ដំណេក,
ទាស់ត្រចៀក,
ទាស់ទាល់,
ទាស់ទែងខ្វែងគំនិត,
ទាស់ទែងគ្នា,
ទាស់បែកស្រកា,
ទាស់ពាក្យ,
ទាស់ភ្នែក,
ទាស់មិនដឹងមុខ,
ទាស់មុខទាស់មាត់,
ទាស់មុខស្មន់,
ទាស់រីងរៃ,
ទាស់សម្ដី,
ទាស់សរសៃ,
ទាស់អាហារ,
ទាស់អី,
ទាហានកាំភ្លើងធំ,
ទាហានខ្មោច,
ទាហានចាស់,
ទាហានឆត្រយោង,
ទាហានឆ្មាំ,
ទាហានជាង,
ទាហានជើងក្រហម,
ទាហានជើងគោក,
ទាហានជើងអាកាស,
ទាហានថ្នាក់ទីមួយ,
ទាហានថ្មើជើង,
ទាហាននារី,
ទាហាននាវា,
ទាហានបង្គាប់ការ,
ទាហានបម្រុង,
ទាហានប្រដេញ,
ទាហានប្រុស,
ទាហានពិសេស,
ទាហានពេទ្យ,
ទាហានរក្សាព្រះអង្គ,
ទាហានរក្សាស្រុក,
ទាហានរត់,
ទាហានរត់ចោលជួរ,
ទាហានរមត់,
ទាហានលោតឆ័ត្រយោង,
ទាហានវិស្វករ,
ទាហានសាមញ្ញ,
ទាហានសេះ,
ទាហានស្ម័គ្រចិត្ដ,
ទាហានស្រួច,
ទាហានហ្លួង,
ទាហានអាសាស្ម័គ,
ទាំគំនិត,
ទាំងកំរោល,
ទាំងក្រោយ,
ទាំងគរ,
ទាំងគ្រប់ទាំងសព្វ,
ទាំងចាស់,
ទាំងចិត្ដទាំងថ្លើម,
ទាំងឈឺទាំងជា,
ទាំងដើមទាំងការ,
ទាំងថ្ងៃទាំងយប់,
ទាំងថ្មី,
ទាំងទើសទាល់,
ទាំងទើសទាំងទាល់,
ទាំងទៅទាំងមក,
ទាំងទ្បាយ,
ទាំងនេះហើយ,
ទាំងបងទាំងប្អូន,
ទាំងបី,
ទាំងប្រុស,
ទាំងពូជ,
ទាំងមុខ,
ទាំងយូ,
ទាំងសាច់ទាំងឈាម,
ទាំងស្រី,
ទាំងឡាយណា,
ទាំងអម្បាល,
ទាំងអស់នេះ,
ទាំងអស់នោះ,
ទាំងអំបាល,
ទាំចិត្ដ,
ទាំចិត្ដទាំគំនិត,
ទិញកន្លាស់,
ទិញខាត,
ទិញថ្នាំ,
