word,pos
ត្រសក់ផ្អែម,
ត្រសងចុះត្រសងឡើង,
ត្រសត់,
ត្រសល,
ត្រសាក,
ត្រសាកត្រសាយ,
ត្រសាក់ត្រសុំ,
ត្រសុកត្រសុល,
ត្រសុកត្រសុស,
ត្រសុំត្រសាយ,
ត្រសេល,
ត្រសែក,
ត្រសៃ,
ត្រស្ដិ,
ត្រហៀន,
ត្រឡងកង,
ត្រឡប់ក្រោយ,
ត្រឡប់ក្រោយបែរ,
ត្រឡប់ត្រលិន,
ត្រឡប់ទៅផ្ទះ,
ត្រឡប់ភ្នែក,
ត្រឡប់ភ្នែកខ្មោច,
ត្រឡប់មកផ្ទះ,
ត្រឡប់សន្លឹកសៀវភៅ,
ត្រឡាការ,
ត្រឡាចស្រូវ,
ត្រឡុងត្រឡាយ,
ត្រឡើតតើត,
ត្រឡោកបាយ,
ត្រឡោកបោយ,
ត្រអេកត្រអាល,
ត្រអំបោះ,
ត្រឳន,
ត្រាកេអូតូមី,
ត្រាក់កូម,
ត្រាក់ទ័រជីកដី,
ត្រាក់ទ័រឈូសដី,
ត្រាក់ទ័រស្ទូច,
ត្រាចក្រហម,
ត្រាចស,
ត្រាចំណងជើង,
ត្រាច់ចរ,
ត្រាច់ទៅមក,
ត្រាដល់,
ត្រាណាចក្រ,
ត្រាត,
ត្រាប្រណីយ,
ត្រាម,
ត្រាយទុក,
ត្រាយផ្លូវ,
ត្រាយព្រៃ,
ត្រាវក្រមួន,
ត្រាវគៀប,
ត្រាវជើងរមាស,
ត្រាវឈូក,
ត្រាវព្រៃ,
ត្រាវលក្ខណ៍,
ត្រាវស្លា,
ត្រាវ៉ូ,
ត្រាស់ដឹង,
ត្រាស់ត្រណម,
ត្រាស់បរិហារ,
ត្រាហ្លូង,
ត្រាហ្លួង,
ត្រាំក្ដារ,
ត្រាំងកក់,
ត្រាំត្បាល់,
ត្រាំវ៉ៃ,
ត្រាំអង្ករ,
ត្រីកញ្ច្រាញ,
ត្រីកញ្ជាក់ស្លា,
ត្រីកន្ដ្រប់ខ្លា,
ត្រីកាម៉ុង,
ត្រីកោង,
ត្រីកោណមាត្រសាស្ដ្រ,
ត្រីកោណមាស,
ត្រីក្រាយ,
ត្រីក្រឹមក្ដារ,
ត្រីក្រឹមទន្សាយ,
ត្រីក្រឹមបញ្ជល់,
ត្រីក្រឹមប្រជល់,
ត្រីក្រឹមមាស,
ត្រីក្រុសមេម៉ាយ,
ត្រីក្លាំងហាយ,
ត្រីក្អែក,
ត្រីខកំប៉ុង,
ត្រីខប្រអប់,
ត្រីគល,
ត្រីងៀតសោះ,
ត្រីចក្រយានយន្ដ,
ត្រីចន្ទាសភ្លុក,
ត្រីចំហុយ,
ត្រីចំអឹង,
ត្រីឆ្ដោ,
ត្រីឆ្ដោរ,
ត្រីឆ្មារ,
ត្រីឆ្លាំង,
ត្រីឆ្លូញសមុទ្រ,
ត្រីឆ្អើមួយក្រាស,
ត្រីឆ្អើរមួយចង្កាក់,
ត្រីជន,
ត្រីជនាភិបាល,
ត្រីដងខ្វែង,
ត្រីដៀប,
ត្រីតានិល,
ត្រីត្របាក់នុយ,
ត្រីថ្ករ,
ត្រីទឹកភ្លុក,
ត្រីធាតុ,
ត្រីបក្ស,
ត្រីបង្រះខ្វើក,
ត្រីបបែលខ្លែង,
ត្រីបាក់សាច់,
ត្រីប្រលូង,
ត្រីប្រឡាក់,
ត្រីប្រៃ,
ត្រីផាត់,
ត្រីផ្កោក,
ត្រីផ្ទោង,
ត្រីផ្សោត,
ត្រីពិធសម្បត្ដិ,
ត្រីពុល,
ត្រីពោ,
ត្រីព័ន្ធ,
ត្រីមាត្រ,
ត្រីមឹក,
ត្រីមួយកង់,
ត្រីមួយត្រណោត,
ត្រីរបេង,
ត្រីរាហូ,
ត្រីរួល,
ត្រីរំលុង,
ត្រីលោមា,
ត្រីវិសៃ,
ត្រីសូរគាងឃ្វាយ,
ត្រីសូល៍គាងឃ្វាយ,
ត្រីសំណុះ,
ត្រីស៊ីមនុស្ស,
ត្រីស្បៃកា,
ត្រីស្លូញ,
ត្រីហាល,
ត្រីអណ្ដាតឆែ,
ត្រីអាំង,
ត្រីអ៊ី,
ត្រឹក្រឹមទន្សាយ,
ត្រឹងខ្មោច,
ត្រឹមគ្នា,
ត្រឹមណឹងចុះ,
ត្រុកត្រុយ,
ត្រុន,
ត្រុមប៉ែត,
ត្រុយតម្រុយ,
ត្រូតពិនិត្យ,
ត្រូប៉ូភីត,
ត្រូប៉ូស៊្វែ,
ត្រូពិច,
ត្រូវចេញ,
ត្រូវកម្ទេច,
ត្រូវកម្មពៀរ,
ត្រូវការប្រាក់,
ត្រូវការពារ,
ត្រូវក្បាលងោង,
ត្រូវខិតខំ,
ត្រូវខ្នាត,
ត្រូវគយលក់,
ត្រូវគេ,
ត្រូវគេកោះ,
ត្រូវគេបន្ទោសល្អោច,
ត្រូវគេវ័ធ,
ត្រូវគេអៀវ,
ត្រូវគោរព,
ត្រូវគំនិតគ្នា,
ត្រូវគ្រាប់,
ត្រូវងារ,
ត្រូវចង្វាក់,
ត្រូវចង្វាក់គ្នា,
ត្រូវចិត្ដ,
ត្រូវចំ,
ត្រូវចំណុចចិត្ដ,
ត្រូវចំហើយ,
ត្រូវច្បាប់,
ត្រូវឆោ,
ត្រូវឆោង,
ត្រូវឆ្លោងគេ,
ត្រូវជាម៉េច,
ត្រូវជើងនឹង,
ត្រូវញ៉ាំង,
ត្រូវដង,
ត្រូវដាក់,
ត្រូវតម្រូវ,
ត្រូវតាម,
ត្រូវតែកំណត់,
ត្រូវតែដើរ,
ត្រូវតែទទួលស្គាល់,
ត្រូវតែទៅ,
ត្រូវតែមាន,
ត្រូវថ្នាំពិស,
ត្រូវទណ្ឌកម្ម,
ត្រូវទោស,
ត្រូវទៅបក,
ត្រូវទ្រឹង,
ត្រូវធ្មប់,
ត្រូវធ្វើឃាត,
ត្រូវធ្វើឡើង,
ត្រូវនៅក្នុងគហណសាល,
ត្រូវបង្កើត,
ត្រូវបញ្ជូន,
ត្រូវបដិសេធ,
ត្រូវបណ្ដាសា,
ត្រូវបានចាត់តាំង,
ត្រូវបានតែងតាំង,
ត្រូវបានតែងតាំងជា,
ត្រូវបានធ្វើ,
ត្រូវបានប្រតិបត្ដិ,
ត្រូវបំពេញ,
ត្រូវប្រកាន់យក,
ត្រូវប្រគល់,
ត្រូវផុត,
ត្រូវផ្គូផ្គង,
ត្រូវផ្ដោត,
ត្រូវផ្លែ,
ត្រូវពាក្យគេ,
ត្រូវពិន័យជាប្រាក់,
ត្រូវមាត់គាត់,
ត្រូវមាន,
ត្រូវមានពិន័យ,
ត្រូវមុខងារ,
ត្រូវមួយដំបង,
ត្រូវមួយដំបងស្រងល់,
ត្រូវយក,
ត្រូវរដូវ,
ត្រូវរបស់គេ,
ត្រូវរបៀប,
ត្រូវរាយការណ៍ជូន,
ត្រូវលក់,
ត្រូវលៃ,
ត្រូវវេន,
ត្រូវសណ្ដាប់,
ត្រូវសម្បថ,
ត្រូវសុំ,
ត្រូវសំបថ,
ត្រូវស្កន្ទជាន់,
ត្រូវស្រងល់,
ត្រូវស្លាប់,
ត្រូវអនុម័ត,
ត្រូវអនុវត្ដ,
ត្រូវអន្ទាក់គេ,
ត្រូវអស់,
ត្រូវអាបត្ដិ,
ត្រូវអំពើគេ,
ត្រួច,
ត្រួតការ,
ត្រួតគ្នា,
ត្រួតចាន,
ត្រួតត្រាបន្ថែ,
ត្រួតត្រាបន្ថែម,
ត្រួតត្រាលើ,
ត្រួតបញ្ជី,
ត្រួតពិនិត្យបាន,
ត្រួតពិនិត្យមើល,
ត្រួតពីលើ,
ត្រួតមើល,
ត្រួតស៊ីគ្នា,
ត្រួយខ្ចី,
ត្រួយឈើ,
ត្រួយត្រូល,
ត្រួយសេះ,
ត្រួវ,
ត្រួវបាន,
ត្រួសផ្លូវ,
ត្រើក,
ត្រើងត្រីពោ,
ត្រើន,
ត្រើនត្រសង,
ត្រើយខាងនេះ,
ត្រើយខាងនោះ,
ត្រើយនាយ,
ត្រើយអាយ,
ត្រើយឯនាយ,
ត្រៀត,
ត្រៀមកម្លាំង,
ត្រៀមខ្លួន,
ត្រៀមជញ្ជាំង,
ត្រៀមទ័ព,
ត្រៀមបក្ខ,
ត្រៀមប្រយុទ្ធ,
ត្រៀមប្រឡង,
ត្រៀលដោះក្របី,
ត្រៀលធំ,
ត្រៀលស្វា,
ត្រេកអ,
ត្រេងត្រាង,
ត្រេចចរ,
ត្រេញ,
ត្រេតត្រត,
ត្រេប,
ត្រេបែងក្បូន,
ត្រេះត្រះ,
ត្រែងក្របី,
ត្រែងដៀត,
ត្រែងថ្វាង,
ត្រែត,
ត្រែទ័ព,
ត្រែស័ង្ខ,
ត្រែះខ្សែចាប៉ី,
ត្រែះខ្សែតាខេ,
ត្រៃពិត,
ត្រៃភូមិកចិត្ដ,
ត្រៃយុត,
ត្រៃលក្សណ,
ត្រៃសរណ,
ត្រៃស័ង្ខ,
ត្រោលសាញ,
ត្រ័យត្រឹង្ស,
ត្រ័យប្រណម,
ត្រ័យសូរ,
ត្លើង,
ត្លេកត្លុក,
ត្លែត្លោ,
ត្លោ,
ត្អូញត្អែរថា,
ត្អើកង៉ឹក,
ត្អើស,
ត្អោន,
តគ្នា,
តគ្នាពីមួយទៅមួយ,
ថងគុល,
ថង់កលា,
ថង់កៅស៊ូ,
ថង់ចម្រក,
ថង់ទឹកកាម,
ថង់ទឹកភ្លោះ,
ថង់ប្រមាត់,
ថង់ប្រាក់,
ថង់ប្លាស្ទីក,
ថង់ពូជ,
ថង់យាម,
ថង់យួរ,
ថង់អង្ករ,
ថង់អាវ,
ថញ្ញា,
ថតកថិន,
ថតកាំរស្មីអ៊ិច,
ថតដាក់ថាស,
ថតទូ,
ថតសម្លេង,
ថតហូត,
ថទ្ធធាតុ,
ថនិកសត្វថ្នាក់ទាប,
ថបនាការ,
ថបនីយភ័ណ្ឌ,
ថបនីយវត្ថុ,
ថបនោកាស,
ថបនោបាយ,
ថប់ចិត្ដ,
ថប់ដង្ហើម,
ថភ,
ថមថយកម្លាំង,
ថមថយកំលាំង,
ថយកម្ដៅ,
ថយកម្លាំង,
ថយកំលាំង,
ថយក្រោយស្រគែល,
ថយខ្ញាក,
ថយគុណភាព,
ថយចុះ,
ថយចុះទៅ,
ថយថាមពល,
ថយទ័ព,
ថយទ្រព្យ,
ថយអនុភាព,
ថយអំណាច,
ថយឥទ្ធិពល,
ថលចរណ៍,
ថវិកាកម្ម,
ថវិកាក្រុង,
ថវិកាខេត្ដ,
ថវិកានីយកម្ម,
ថវិកាបដិភាគ,
ថវិកាបម្រុង,
ថវិការដ្ឋ,
ថាក់,
ថាក់ស៊ីន,
ថាច់,
ថាដូចម្ដេច,
ថាននុរូប,
ថានន្ដរ,
ថានន្ដរនាម,
ថានប្បភេទ,
ថានានុរូប,
ថាប់ស្ពាន់ក្រាប,
ថាព្រមគ្នា,
ថាមកម្បនា,
ថាមកម្ម,
ថាមពលខ្យល់,
ថាមពលជីវម៉ាស,
ថាមពលជំនួស,
ថាមពលទន់,
ថាមពលទឹក,
ថាមពលបៃតង,
ថាមពលព្រះអាទិត្យ,
ថាមពលភ្នំភ្លើង,
ថាមពលមេកានិច,
ថាមពលរលក,
ថាមពលរឹង,
ថាមពលរ៉ែ,
ថាមពលវារីអគ្គីសនី,
ថាមពលអគ្គីសនី,
ថាមពលអាតូមិច,
ថាមរុង្គ,
ថាមវន្ដ,
ថាមៈ,
ថាម៉េចខ្លះ,
ថាម្ដេច?,
ថាលគមន៍,
ថាលសព្ទ,
ថាលាល័យ,
ថាវរភាព,
ថាវ៉ឺនណ័រ,
ថាសច្រៀង,
ថាសជញ្ជីង,
ថាសទន់,
ថាសម៉ាស៊ីនច្រៀង,
ថាសរឹង,
ថាសស,
ថាសស្ពាន់,
ថាសហ៊្សីប,
ថាឡា,
ថាឡើយ,
ថាឲ្យរួចតែពីមាត់,
ថាឲ្យឬ,
ថាំម៉ារ៉ាក់,
ថិរវន្ដ,
ថីបក,
ថីបកភាសា,
ថីបានជា,
ថឺម,
ថុង,
ថុញ,
ថុរេន,
ថុល,
ថូខឹន,
ថូចាន,
ថូជូ,
ថូដី,
ថូត,
ថូរ៉ាស់,
ថូលកណសិលា,
ថួនបាប,
ថួនល្មម,
ថើបគ្នា,
ថើបឈ្លក់ឈ្លី,
ថើបញីញក់,
ថើបមួយខ្សឺត,
ថើ,
ថេត,
ថេប,
ថេរកម្ដៅ,
ថេរគាថា,
ថេរវេលា,
ថេរីគាថា,
ថែកូន,
ថែខ្លួន,
ថែថើប,
ថែទក់ទាំ,
ថែបកាំបិត,
ថែបំប៉ន,
ថែមគំរប់,
ថែមថយ,
ថែមថា,
ថែមទាំងទៅ,
ថែមបាយ,
ថែមលុយ,
ថែមលើនេះទៀត,
ថែមសម្ដី,
ថែស្សាឡូនីច,
ថៃទី,
ថៃទ្បងដ៍,
ថៃទ្បង់,
ថៃសៀង,
ថៃឡង់,
ថោកខ្លួន,
ថោកជាង,
ថោង,
ថោងសេង,
ថោមន,
ថៅ,
ថៈណាយក្ដី,
ថ្កិប,
ថ្កុំថ្្កើង,
ថ្កើងឫក,
ថ្កោលមើល,
ថ្កំថ្កើង,
ថ្គាមខ្លា,
ថ្គាមដំរី,
ថ្គាមមនុស្ស,
ថ្គាមអង្គំ,
ថ្ងាសក្រោម,
ថ្ងាសទូលាយ,
ថ្ងាសទ្រងើល,
ថ្ងាសធ្លាក់,
ថ្ងូររអឺត,
ថ្ងូរហ៊ឹះ,
ថ្ងួចថ្ងូរ,
ថ្ងៃកប,
ថ្ងៃកើតហេតុ,
ថ្ងៃកំណត់,
ថ្ងៃក្កៅ,
ថ្ងៃក្ដៅហេង,
ថ្ងៃខាងស្អែក,
ថ្ងៃខានស្អែក,
ថ្ងៃខួបកំណើត,
ថ្ងៃខ្វាក់,
ថ្ងៃគងភ្នំ,
ថ្ងៃឃ្លុប,
ថ្ងៃចងកំហឹង,
ថ្ងៃចន្ទ្រ,
ថ្ងៃចីសស្រូវ,
ថ្ងៃចឹសស្រូវ,
ថ្ងៃចូលរោង,
ថ្ងៃជ័យ,
ថ្ងៃជ្រេ,
ថ្ងៃឈប់បុណ្យ,
ថ្ងៃណា,
ថ្ងៃតម,
ថ្ងៃទី,
ថ្ងៃនក្ខត្ដឫក្ស,
ថ្ងៃនោះ,
ថ្ងៃបង្ហើយ,
ថ្ងៃបន្ទាប់,
ថ្ងៃបែរ,
ថ្ងៃប្រផាត់,
ថ្ងៃពិសាខបូជា,
ថ្ងៃពេញបូណ៌,
ថ្ងៃព្រហស្បត្ណិ,
ថ្ងៃមានជោគ,
ថ្ងៃមានឫក,
ថ្ងៃមានឫក្ស,
ថ្ងៃមុខថ្ងៃក្រោយ,
ថ្ងៃម្សិល,
ថ្ងៃម្សិលម៉្ងៃ,
ថ្ងៃរឹង,
ថ្ងៃលម្ហែ,
ថ្ងៃលំហែ,
ថ្ងៃល្អ,
ថ្ងៃសង្កត់រោង,
ថ្ងៃសន្មត,
ថ្ងៃសម្រាក,
ថ្ងៃសូរ្យគ្រាស,
ថ្ងៃស្កុន,
ថ្ងៃស្ដេច,
ថ្ងៃហើយ,
ថ្ងៃឡើងសក្ដិ,
ថ្ងៃឡើងស័ក,
ថ្ងៃអង្សា,
ថ្ងៃឧបោសថ,
ថ្ងៃឧបោសថសីល,
ថ្ដោកជើង,
ថ្នក់ខ្សែខ្លែង,
ថ្នក់ចិត្ដ,
ថ្នក់ឈ្នក់,
ថ្នក់ដី,
ថ្នក់ដឹកនាំ,
ថ្នក់ដៃ,
ថ្នក់ថ្នង,
ថ្នក់ទឹក,
ថ្នក់ទឹកកក,
ថ្នក់ផ្លូវ,
ថ្នក់ផ្ល្លូវ,
ថ្នក់សំពត់,
ថ្នងជន,
ថ្នមកម្លាំង,
ថ្នមកូន,
ថ្នមខ្លួន,
ថ្នមខ្ល្លួន,
ថ្នមគោក្របី,
ថ្នមចិត្ដ,
ថ្នមជើង,
ថ្នមដៃ,
ថ្នមថ្នាក់,
ថ្នមថ្និត,
ថ្នមសម្ដី,
ថ្នមសំដី,
ថ្នល់ជាតិលេខ,
ថ្នល់ត្រឡែងកែង,
ថ្នល់បុកថ្ម,
ថ្នល់បែកបួន,
ថ្នល់មានអាទិភាព,
ថ្នស់,
ថ្នាក់កណ្ដាល,
ថ្នាក់ក្រុង,
ថ្នាក់ក្រោយឧត្ដម,
ថ្នាក់ខ,
ថ្នាក់ឃុំ,
ថ្នាក់ចុងបំផុត,
ថ្នាក់ជាន់ខ,
ថ្នាក់ដំបូង,
ថ្នាក់ឌីប្លូម,
ថ្នាក់ថនិកសត្វ,
ថ្នាក់ទាប,
ថ្នាក់ទីបញ្ចប់,
ថ្នាក់ទីមួយ,
ថ្នាក់ទូ,
ថ្នាក់ទោ,
ថ្នាក់បក្សី,
ថ្នាក់បង់ថ្លៃ,
ថ្នាក់បឋមសិក្សា,
ថ្នាក់បរិញ្ញាប័ត្រ,
ថ្នាក់បាក់ឌុប,
ថ្នាក់ផុតលេខ,
ថ្នាក់ភូមិ,
ថ្នាក់មជ្ឈិម,
ថ្នាក់មធ្យមសិក្សា,
ថ្នាក់មូលដ្ឋាន,
ថ្នាក់រដ្ឋបាល,
ថ្នាក់ល្មូន,
ថ្នាក់វិជ្ជា,
ថ្នាក់ស្រុក,
ថ្នាក់ឡូស,
ថ្នាក់អនុបណ្ឌិត,
ថ្នាក់ឧត្ដម,
ថ្នាក់ឧរង្គសត្វ,
ថ្នាលសំណាប,
ថ្នាំកប,
ថ្នាំកម្ចាត់រោគ,
ថ្នាំកម្លាំង,
ថ្នាំកាត់ក្អែល,
ថ្នាំកូតាប,
ថ្នាំកែវិពន្ធរោគ,
ថ្នាំក្រពះប្រមា,
ថ្នាំក្រហម,
ថ្នាំខាត់ស្បែកជើង,
ថ្នាំខៀវ,
ថ្នាំខ្យល់,
ថ្នាំខ្សៀ,
ថ្នាំខ្សោយ,
ថ្នាំគីមីបាញ់,
ថ្នាំគ្រវីក្បាល,
ថ្នាំគ្រុន,
ថ្នាំងថ្នាក់ចិត្ដ,
ថ្នាំងបបុស,
ថ្នាំងអំពៅ,
ថ្នាំងឫស្សី,
ថ្នាំចិនសែ,
ថ្នាំចុក,
ថ្នាំចំ,
ថ្នាំឆ្កួត,
ថ្នាំឆ្ពុង,
ថ្នាំឈឺក្បាល,
ថ្នាំញីរ,
ថ្នាំទល់,
ថ្នាំទឹក,
ថ្នាំបង្ការរោគ,
ថ្នាំបញ្ចុះ,
ថ្នាំបន្សាប,
ថ្នាំបន្សាបពិស,
ថ្នាំបន្សារ,
ថ្នាំបារាំង,
ថ្នាំបារី,
ថ្នាំបិទ,
ថ្នាំបុរាណ,
ថ្នាំបៀម,
ថ្នាំបំពុល,
ថ្នាំបំពោក,
ថ្នាំប៉ូលៀ,
ថ្នាំផឹក,
ថ្នាំពណ៌ស្វាយ,
ថ្នាំពពោក,
ថ្នាំពូកែ,
ថ្នាំពែរម៉ង់គ្ហាណាត,
ថ្នាំព៌ណ,
ថ្នាំព្រូន,
ថ្នាំម្សៅ,
ថ្នាំរម្ងាប់មីក្រុប,
ថ្នាំរម្ងាប់រោគ,
ថ្នាំរម្ងូត,
ថ្នាំរំងាប់មីក្រុប,
ថ្នាំរំងាប់រោគ,
ថ្នាំរំលូត,
ថ្នាំលាប,
ថ្នាំលាបក្រចក,
ថ្នាំលាបសក់,
ថ្នាំលើកកម្លាំង,
ថ្នាំលឿង,
ថ្នាំសង្គ្រោះ,
ថ្នាំសញ្ជីវ័ន,
ថ្នាំសន្លប់,
ថ្នាំសព្វគុណ,
ថ្នាំសម្រើប,
ថ្នាំសម្លាប់ផ្សិត,
ថ្នាំសម្លាប់ពិស,
ថ្នាំសម្លាប់មីក្រុប,
ថ្នាំសហស្សគុណ,
ថ្នាំសាប,
ថ្នាំស័ក្ដិសិទ្ឋិ,
ថ្នាំស័ក្ដិសិទ្ធិ,
ថ្នាំស្រវឹង,
ថ្នាំហត់,
ថ្នាំអាចម៍ទន្សាយ,
ថ្នាំអុត,
ថ្នាំអុរ,
ថ្នេរម៉ាស៊ីន,
ថ្នោត,
ថ្នោលទូក,
ថ្នះនឹងដល់,
ថ្ពាល់កំពុង,
ថ្ពាល់ខួច,
ថ្ពាល់ខ្លា,
ថ្ពាល់ដំរី,
ថ្ពាល់ត្រពោក,
ថ្ពាល់ពេញ,
ថ្ពាល់ហ៊ីង,
ថ្ពីង,
ថ្ពឹនភ្នែក,
ថ្ពេចកប្បាស,
ថ្មកំណកកម្ទេច,
ថ្មក្រែ,
ថ្មខៀវ,
ថ្មខ្មៅ,
ថ្មខ្សាច់,
ថ្មគគ្រាត,
ថ្មគ្រាត,
ថ្មចង្ក្រាន,
ថ្មឆ្នូត,
ថ្មជើងក្រាន,
ថ្មដុស,
ថ្មដុះ,
ថ្មដែកភ្លើង,
ថ្មដៃរគៀម,
ថ្មដ្ឋ,
ថ្មតាន់,
ថ្មត្បាល់,
ថ្មថ្លើមអណ្ដើក,
ថ្មធារ,
ថ្មបាយក្ដាំង,
ថ្មបាសាល,
ថ្មពងក្រសារ,
ថ្មពពាល,
ថ្មពពុះ,
ថ្មភ្លើង,
ថ្មមេដែក,
ថ្មម្នាងសិលា,
ថ្មយក់,
ថ្មលាង,
ថ្មសន្លុង,
ថ្មស្ពោត,
ថ្មអាចម៌ផ្កាយ,
ថ្មអ្នកតា,
ថ្មា,
ថ្មាត់ស្លាម្លូ,
ថ្មីចែស,
ថ្មីច្រឺង,
ថ្មីទែង,
ថ្មីសន្លាង,
ថ្មីសុទ្ធ,
ថ្មីស្អាត,
ថ្មីកន្លងទៅនេះ,
ថ្មីនេះ,
ថ្មើរនេះ,
ថ្មើរម៉ាន,
ថ្មើរម៉ានក៏បាន,
ថ្មើរម៉ានហើយ,
ថ្លត,
ថ្លស់ជើង,
ថ្លាខ្យង,
ថ្លាឆ្វង់,
ថ្លាប្រាជ្ញា,
ថ្លាវ៉ង់,
ថ្លាស្រស់,
ថ្លឹងការ,
ថ្លឹងជាន់ទឹក,
ថ្លឹងទោស,
ថ្លឹងផាត់សម្បក,
ថ្លឹងផាត់សំបក,
ថ្លឹងមាស,
ថ្លឹងសំបក,
ថ្លុកឈាម,
ថ្លុកត្រសេក,
ថ្លើមខ្មៅ,
ថ្លើមដៃ,
ថ្លើមថ្ម,
ថ្លើមបះ,
ថ្លើមប្រមាត់,
ថ្លើមយោល,
ថ្លែងថា,
ថ្លែងទទួល,
ថ្លែងទុក្ខ,
ថ្លែងបន្ដ,
ថ្លែងបន្ដថា,
ថ្លែងវាចា,
ថ្លែងសច្ចា,
ថ្លែងសម្ដី,
ថ្លែងសរ,
ថ្លែងសុន្ទរកថ,
ថ្លែងសេចក្ដី,
ថ្លែងសេចក្ដីថា,
ថ្លែងអំណរគុណ,
ថ្លែងឱ្យដឹងថា,
ថ្លៃកន្លែង,
ថ្លៃជាង,
ថ្លៃជ្រុលពេក,
ថ្លៃដុំ,
ថ្លៃថេរ,
ថ្លៃទឹកដោះ,
ថ្លៃទំនិញ,
ថ្លៃធៀប,
ថ្លៃប្រកួតប្រជែង,
ថ្លៃផ្ដាច់មុខ,
ថ្លៃផ្ទះ,
ថ្លៃពិដាន,
ថ្លៃរាយ,
ថ្លៃលោះ,
ថ្លៃសមតា,
ថ្លៃសាបេក្ខ,
ថ្លៃស្រុះស្រួល,
ថ្លោសកន្ធុច,
ថ្លោសគំនិត,
ថ្លោសចិត្ដ,
ថ្លោសចិត្ដថ្លោសគំនិត,
ថ្លោសទ្រមាក,
ថ្លោះកជើង,
ថ្លោះការ,
ថ្លោះកៃ,
ថ្លោះកៃកាំភ្លើង,
ថ្លោះងារ,
ថ្លោះថ្លោយ,
ថ្លោះទឹកមុខ,
ថ្លោះបុណស័ក្ដិ,
ថ្លោះបុណ្ដស័ក្ដិ,
ថ្លោះបុណ្យស័ក្ដិ,
ថ្លោះសរសៃ,
ថ្វាត់ថ្វាយ,
ថ្វាត់ថ្វាយបង្គំ,
ថ្វាយការសរសើរ,
ថ្វាយខ្លួន,
ថ្វាយគ្រូ,
ថ្វាយទៅ,
ថ្វាយបង្គំព្រះ,
ថ្វាយបង្គំលា,
ថ្វាយបណ្ណាការ,
ថ្វាយព្រះបិតរ,
ថ្វាយព្រះភូម,
ថ្វាយសព្ទសាធុការពរ,
ថ្វីដ្បិតតែ,
ថ្វីបានជា,
ថ្វីព្រះហស្ដ,
ថ្វីព្រះឱស័,
ថ្វីមិន,
ថ្វីហៈថ្វីហើយ,
ថ្វីហៈ?,
ថ្វីអាវុធ,
ថ្វឺយ,
ទក់ខ្ទេចខ្ទាំ,
ទក់ខ្ទេចខ្ទី,
ទក់ត្រចៀក,
ទក់ផ្លូវ,
ទក្សិណបទ,
ទគ្គតា,
ទងកន្ដ្រៃ,
ទងកន្ដ្រៃត្រចៀក,
ទងក្រពះ,
ទងដំឡូង,
ទងត្រចៀក,
ទងបង្ហូរ,
ទងបុប្ផាណ្ឌ,
ទងម្លូ,
ទងល្ពៅ,
ទង់ក្រពើ,
ទង់ក្រពើស,
ទង់ក្សត្រ,
ទង់ជ្វាលា,
ទង់បក្ស,
ទង់ព្រលឹង,
ទង់រាជូបករណ៍,
ទង់សាសនា,
ទង់សុវណ្ណជ្វាលា,
ទង្គិចទង្គុក,
ទង្គុកចិត្ដ,
ទង្វើភាព,
ទច់ង៉ក់,
ទច់ង៉ក់ស្ងៀម,
ទញ់គំនិត,
ទញ់ចិត្ដ,
ទញ់ឈាម,
ទណ្ឌកម្មសេដ្ឋកិច្ច,
ទណ្ឌការណ្យ,
ទណ្ឌកិច្ច,
ទណ្ឌវាទ,
ទណ្ឌាណូ,
ទណ្ឌាបត្ដិ,
ទណ្ឌីយ,
ទតព្រះមនេត្រ,
ទតមើល,
ទទាក់កន្ទក់,
ទទាក់ទទាម.,
ទទាក់ទទើ,
ទទាក់ម្សៅ,
ទទាប,
ទទាំងទទាស,
ទទីងទទើង,
ទទីទទើរ,
ទទឹកភ្លៀង,
ទទឹកសខក់,
ទទឹកសើម,
ទទឹកស្រកក់,
ទទឹកស្លាប,
ទទឹងង៉ាង,
ទទឹងទាស់,
ទទឹងផ្លូវ,
ទទឹងពាក្យចាស់,
ទទឹងឱវាទ,
ទទឹមព្រៃ,
ទទូចង៉ូវ,
ទទូចថា,
ទទូចទទែ,
ទទួលកម្ម,
ទទួលការគួរសម,
ទទួលការទុកចិត្ដ,
ទទួលកំហុស,
ទទួលខាត,
ទទួលខ្មាស,
ទទួលគុណ,
ទទួលគោរព,
ទទួលគ្រោះ,
ទទួលចាញ់,
ទទួលច្បាំង,
ទទួលជួស,
ទទួលដឹងឬ,
ទទួលដោយតុណ្ណីភាព,
ទទួលដោយសាទរ,
ទទួលដោយស្មោះសរ,
ទទួលដោយអនាទរ,
ទទួលដោះស្រាយ,
ទទួលដំណឹង,
ទទួលថ្មបាក់,
ទទួលទណ្ឌកម្ម,
ទទួលទានបាយ,
ទទួលទានភោជនាហារ,
ទទួលធានា,
ទទួលនិច្ចភត្ដ,
ទទួលបង,
ទទួលបង្គាប់,
ទទួលបញ្ញើ,
ទទួលបណ្ដាំ,
ទទួលប្រសាសន៍,
ទទួលពរ,
ទទួលពិន័យ,
ទទួលព្រម,
ទទួលព្រះកាយា,
ទទួលព្រះបន្ទូល,
ទទួលព្រះរាជទាន,
ទទួលព្រះរាជសវនីយ៍,
ទទួលព្រះរាជឱង្កា,
ទទួលភារៈ,
ទទួលភ្ញៀវដោយស្មោះសរ,
ទទួលមរតក,
ទទួលយកទាន,
ទទួលយកបាន,
